Format Version,1.23,Take Name,Take 2023-12-05 10.28.06 AM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-12-05 10.28.07.020 ,Total Frames in Take,2941,Total Exported Frames,2941,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,mano,mano,mano,mano,mano,mano,mano
,ID,"7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
241,2.410000,0.046429,0.039032,-0.365892,-0.928679,0.186689,0.466438,0.030123
242,2.420000,0.046753,0.039604,-0.367610,-0.927959,0.186580,0.465933,0.030321
243,2.430000,0.043947,0.035763,-0.369159,-0.927638,0.186481,0.465435,0.030590
244,2.440000,,,,,,,
245,2.450000,,,,,,,
246,2.460000,,,,,,,
247,2.470000,,,,,,,
248,2.480000,,,,,,,
249,2.490000,,,,,,,
250,2.500000,,,,,,,
251,2.510000,,,,,,,
252,2.520000,,,,,,,
253,2.530000,,,,,,,
254,2.540000,,,,,,,
255,2.550000,,,,,,,
256,2.560000,,,,,,,
257,2.570000,,,,,,,
258,2.580000,,,,,,,
259,2.590000,,,,,,,
260,2.600000,,,,,,,
261,2.610000,,,,,,,
262,2.620000,,,,,,,
263,2.630000,,,,,,,
264,2.640000,,,,,,,
265,2.650000,,,,,,,
266,2.660000,,,,,,,
267,2.670000,,,,,,,
268,2.680000,,,,,,,
269,2.690000,,,,,,,
270,2.700000,,,,,,,
271,2.710000,,,,,,,
272,2.720000,,,,,,,
273,2.730000,,,,,,,
274,2.740000,,,,,,,
275,2.750000,,,,,,,
276,2.760000,,,,,,,
277,2.770000,,,,,,,
278,2.780000,,,,,,,
279,2.790000,,,,,,,
280,2.800000,,,,,,,
281,2.810000,,,,,,,
282,2.820000,,,,,,,
283,2.830000,,,,,,,
284,2.840000,,,,,,,
285,2.850000,,,,,,,
286,2.860000,,,,,,,
287,2.870000,,,,,,,
288,2.880000,,,,,,,
289,2.890000,,,,,,,
290,2.900000,,,,,,,
291,2.910000,,,,,,,
292,2.920000,,,,,,,
293,2.930000,,,,,,,
294,2.940000,,,,,,,
295,2.950000,,,,,,,
296,2.960000,,,,,,,
297,2.970000,,,,,,,
298,2.980000,,,,,,,
299,2.990000,,,,,,,
300,3.000000,,,,,,,
301,3.010000,,,,,,,
302,3.020000,,,,,,,
303,3.030000,,,,,,,
304,3.040000,,,,,,,
305,3.050000,,,,,,,
306,3.060000,,,,,,,
307,3.070000,,,,,,,
308,3.080000,,,,,,,
309,3.090000,,,,,,,
310,3.100000,0.032853,0.028846,-0.376614,-0.925338,0.190327,0.463847,0.031124
311,3.110000,,,,,,,
312,3.120000,0.034477,0.032312,-0.375547,-0.925598,0.189227,0.464689,0.031010
313,3.130000,0.036580,0.032653,-0.375558,-0.925501,0.188831,0.465125,0.031054
